subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,relation_type,obl,iso,5,0.02842419221997261,0.02793019637465477,0.028994042426347733,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,6,0.03080754354596138,0.030176697298884392,0.03144754096865654,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,7,0.028622934594750404,0.02803824469447136,0.029129240661859512,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,8,0.02691684290766716,0.02633199468255043,0.027443841099739075,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,9,0.029291711747646332,0.028562743216753006,0.02995006926357746,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,10,0.034391358494758606,0.0336548388004303,0.035556383430957794,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,11,0.020187707617878914,0.019420232623815536,0.021058712154626846,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obl,iso,12,0.0016663317801430821,0.0016436029691249132,0.0016971901059150696,8741,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,0,0.01042567752301693,0.010206935927271843,0.010614864528179169,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,1,0.02210386097431183,0.0214417465031147,0.0227790679782629,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,2,0.027721039950847626,0.026980672031641006,0.02842530980706215,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,3,0.029444606974720955,0.02871042490005493,0.0301929023116827,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,4,0.03093475103378296,0.030319977551698685,0.03167210891842842,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,5,0.030232274904847145,0.029576148837804794,0.030953897163271904,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,6,0.027596084401011467,0.02699306420981884,0.02817382849752903,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,7,0.02514076419174671,0.02466561086475849,0.025666112080216408,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,8,0.022958051413297653,0.022492842748761177,0.02340075932443142,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,9,0.02358822338283062,0.02303295023739338,0.024059565737843513,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,10,0.022388186305761337,0.021893182769417763,0.022827958688139915,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,11,0.019093414768576622,0.018672103062272072,0.01949440687894821,7557,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,conj,iso,12,0.0016586689744144678,0.0016343160532414913,0.001685416093096137,7557,last,en_ewt-ud-train_sentences.csv
